Name_email,Local Body,Local Body Type,LSG Code,Block,Assembly,District,District Panchayat,wikidata link,Name_std_ml,wikidata-kml,Local Body Full_ml,വെബ്സൈറ്റ്‌,Assembly(s)
thalavady,thalavady,GP,G040601,chambakkulam,Kuttanad,Alappuzha,Alappuzha,Q13112413,തലവടി,Q13112413,തലവടി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thalavadypanchayat,കുട്ടനാട്
thalavoor,thalavoor,GP,G020402,pathanapuram,Pathanapuram,Kollam,Kollam,Q13112419,തലവൂര്‍,Q13112419,തലവൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thalavoorpanchayat,പത്തനാപുരം
thalayazham,thalayazham,GP,G050101,vaikom,Vaikom,Kottayam,Kottayam,Q13112414,തലയാഴം,Q13112414,തലയാഴം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thalayazhampanchayat,വൈക്കം
thalayolaparambu,thalayolaparambu,GP,G050205,kaduthuruthy,Vaikom,Kottayam,Kottayam,Q13112415,തലയോലപ്പറമ്പ്,Q13112415,തലയോലപ്പറമ്പ് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thalayolaparambu,വൈക്കം
thalikulam,thalikulam,GP,G080803,thalikulam,Nattika,Thrissur,Thrissur,Q16136823,തളിക്കുളം,Q16136823,തളിക്കുളം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thalikulampanchayat,നാട്ടിക
taliparamba,Thalipparamba,Municipality,M130200,NA,Taliparamba,Kannur,NA,Q16136859,തളിപ്പറമ്പ്,Q16136859,തളിപ്പറമ്പ് മുനിസിപ്പാലിറ്റി,taliparambamunicipality.lsgkerala.gov.in,തളിപ്പറമ്പ്
thamarassery,thamarassery,GP,G111007,koduvally,Koduvally,Kozhikode,Kozhikode,Q13112448,താമരശ്ശേരി,Q13112448,താമരശ്ശേരി ഗ്രാമ പഞ്ചായത്ത്,thamarassery.lsgkerala.gov.in,കൊടുവള്ളി
thanneermukkom,thanneermukkom,GP,G040303,kanjikuzhy,Cherthala,Alappuzha,Alappuzha,Q16136535,തണ്ണീര്‍മുക്കം,Q16136535,തണ്ണീര്‍മുക്കം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thanneermukkompanchayat,ചേർത്തല
thannithodu,thannithodu,GP,G030606,konni,Konni,Pathanamthitta,Pathanamthitta,Q16136503,തണ്ണിത്തോട്,Q16136503,തണ്ണിത്തോട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thannithodupanchayat,കോന്നി
thanniyam,thanniyam,GP,G080902,anthikad,Nattika,Thrissur,Thrissur,Q13112430,താന്ന്യം,Q13112430,താന്ന്യം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thanniyampanchayat,നാട്ടിക
thariode,thariode,GP,G120406,kalpetta,kalpetta,Wayanad,Wayanad,Q13112383,തരിയോട്,Q13112383,തരിയോട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thariodepanchayat,കല്‍പ്പറ്റ
thavinhal,thavinhal,GP,G120106,mananthavady,Mananthavady,Wayanad,Wayanad,Q16136938,തവിഞ്ഞാല്‍,Q16136938,തവിഞ്ഞാല്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thavinhalpanchayat,മാനന്തവാടി
thazhakara,thazhakara,GP,G041004,mavelikara,Mavelikara,Alappuzha,Alappuzha,Q7711580,തഴക്കര,Q7711580,തഴക്കര ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thazhakarapanchayat,മാവേലിക്കര
thazhava,thazhava,GP,G020104,oachira,Karunagapally,Kollam,Kollam,Q20579465,തഴവ,Q20579465,തഴവ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thazhavapanchayat,കരുനാഗപ്പള്ളി
thazhekkode,thazhekkode,GP,G100705,perinthalmanna,Perinthalmanna,Malappuram,Malappuram,Q7690448,താഴെക്കോട്,Q7690448,താഴെക്കോട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thazhekkodepanchayat,പെരിന്തല്‍മണ്ണ
thekkumbhagom,thekkumbhagom,GP,G020801,chavara,Chavara,Kollam,Kollam,Q16137866,തെക്കുംഭാഗം,Q16137866,തെക്കുംഭാഗം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thekkumbhagompanchayat,ചവറ
thekkumkara,thekkumkara,GP,G080305,wadakanchery,Wadakkanchery,Thrissur,Thrissur,Q16137859,തെക്കുംകര,Q16137859,തെക്കുംകര ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thekkumkarapanchayat,വടക്കാഞ്ചേരി
thenhipalam,thenhipalam,GP,G101102,tirurangadi,Vallikkunnu,Malappuram,Malappuram,Q7699845,തേഞ്ഞിപ്പലം,Q7699845,തേഞ്ഞിപ്പലം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thenhipalampanchayat,വള്ളിക്കുന്ന്
thenkara,thenkara,GP,G090509,mannarkkad,Mannarkkad,Palakkad,Palakkad,Q16137910,തെങ്കര,Q16137910,തെങ്കര ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thenkarapanchayat,മണ്ണാര്‍ക്കാട്
thenkurissi,thenkurissi,GP,G090806,kuzhalmannam,Alathur,Palakkad,Palakkad,Q13112625,തേങ്കുറിശ്ശി,Q13112625,തേങ്കുറിശ്ശി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thenkurissipanchayat,ആലത്തൂര്‍
thenmala,thenmala,GP,G020507,anchal,Punalur,Kollam,Kollam,Q16137970,തെന്മല,Q16137970,തെന്മല ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thenmalapanchayat,പുനലൂർ
thennala,thennala,GP,G101004,vengara,Tirurangadi,Malappuram,Malappuram,Q16137958,തെന്നല,Q16137958,തെന്നല ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thennalapanchayat,തിരൂരങ്ങാടി
thevalakkara,thevalakkara,GP,G020803,chavara,Chavara,Kollam,Kollam,Q7783603,തേവലക്കര,Q7783603,തേവലക്കര ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thevalakkarapanchayat,ചവറ
thidanad,thidanad,GP,G050609,erattupetta,Poonjar,Kottayam,Kottayam,Q13112467,തിടനാട്,Q13112467,തിടനാട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thidanadpanchayat,പൂഞ്ഞാർ
thikkodi,thikkodi,GP,G110503,melady,Koyilandy,Kozhikode,Kozhikode,Q13112462,തിക്കോടി,Q13112462,തിക്കോടി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thikkodipanchayat,കൊയിലാണ്ടി
thillankery,thillankery,GP,G131004,iritty,Mattanur,Kannur,Kannur,Q16137456,തില്ലങ്കേരി,Q16137456,തില്ലങ്കേരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thillankerypanchayat,മട്ടന്നൂര്‍
thirumarady,thirumarady,GP,G071204,pampakuda,Piravom,Ernakulam,Ernakulam,Q13112484,തിരുമാറാടി,Q13112484,തിരുമാറാടി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thirumaradypanchayat,പിറവം
thirumittacode,thirumittacode,GP,G090106,trithala,Thrithala,Palakkad,Palakkad,Q16909824,തിരുമിറ്റക്കോട്,Q16909824,തിരുമിറ്റക്കോട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thirumittacodepanchayat,തൃത്താല
thirunavaya,thirunavaya,GP,G101305,tirur,Tirur,Malappuram,Malappuram,Q16137234,തിരുനാവായ,Q16137234,തിരുനാവായ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thirunavayapanchayat,തിരൂര്‍
thirunelly,thirunelly,GP,G120103,mananthavady,Mananthavady,Wayanad,Wayanad,Q7785398,തിരുനെല്ലി,Q7785398,തിരുനെല്ലി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thirunellypanchayat,മാനന്തവാടി
thirupuram,thirupuram,GP,G011105,parassala,Neyyattinkara,Thiruvananthapuram,Thiruvananthapuram,Q13112479,തിരുപുറം,Q13112479,തിരുപുറം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thirupurampanchayat,നെയ്യാറ്റിൻകര
thiruvali,thiruvali,GP,G100305,wandoor,Wandoor,Malappuram,Malappuram,Q13112521,തിരുവാലി,Q13112521,തിരുവാലി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thiruvalipanchayat,വണ്ടൂര്‍
thiruvalla,thiruvalla,Municipality,M030200,NA,Thiruvalla,Pathanamthitta,NA,Q13112503,തിരുവല്ല,Q13112503,തിരുവല്ല മുനിസിപ്പാലിറ്റി,thiruvallamunicipality.lsgkerala.gov.in,തിരുവല്ല
thiruvallur,thiruvallur,GP,G110404,thodannur,Kuttiady,Kozhikode,Kozhikode,Q13112505,തിരുവള്ളൂര്‍,Q13112505,തിരുവള്ളൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thiruvallurpanchayat,കുറ്റ്യാടി
thiruvambadi,thiruvambadi,GP,G111001,koduvally,Thiruvambady,Kozhikode,Kozhikode,Q16137324,തിരുവമ്പാടി,Q16137324,തിരുവമ്പാടി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thiruvambadipanchayat,തിരുവമ്പാടി
tmc,Thiruvananthapuram,Corporation,C010100,NA,,Thiruvananthapuram,NA,Q7785507,തിരുവനന്തപുരം,Q7785507,തിരുവനന്തപുരം കോര്‍പ്പറേഷന്‍,tmc.lsgkerala.gov.in,"വട്ടിയൂർക്കാവ്, കഴക്കൂട്ടം, കോവളം, നേമം, തിരുവനന്തപുരം"
thiruvaniyoor,thiruvaniyoor,GP,G071002,vadavucode,Kunnathunad,Ernakulam,Ernakulam,Q13112507,തിരുവാണിയൂര്‍,Q13112507,തിരുവാണിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thiruvaniyoorpanchayat,കുന്നത്തുനാട്
thiruvanvandoor,thiruvanvandoor,GP,G040808,chengannur,Chengannur,Alappuzha,Alappuzha,Q13112527,തിരുവന്‍വണ്ടൂര്‍,Q13112527,തിരുവന്‍വണ്ടൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thiruvanvandoorpanchayat,ചെങ്ങന്നൂർ
thiruvarppu,thiruvarppu,GP,G050307,ettumanoor,Ettumanoor,Kottayam,Kottayam,Q13112516,തിരുവാര്‍പ്പ്,Q13112516,തിരുവാര്‍പ്പ് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thiruvarppupanchayat,ഏറ്റുമാനൂർ
thiruvegappura,thiruvegappura,GP,G090207,pattambi,Pattambi,Palakkad,Palakkad,Q13112512,തിരുവേഗപ്പുറ,Q13112512,തിരുവേഗപ്പുറ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thiruvegappurapanchayat,പട്ടാമ്പി
thiruvilwamala,thiruvilwamala,GP,G080406,pazhayannur,Chelakkara,Thrissur,Thrissur,Q7785559,തിരുവില്വാമല,Q7785559,തിരുവില്വാമല ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thiruvilwamalapanchayat,ചേലക്കര
thodiyoor,thodiyoor,GP,G020106,oachira,Karunagapally,Kollam,Kollam,Q13112632,തൊടിയൂര്‍,Q13112632,തൊടിയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thodiyoorpanchayat,കരുനാഗപ്പള്ളി
thodupuzha,thodupuzha,Municipality,M060100,NA,Thodupuzha,Idukki,NA,Q16133845,തൊടുപുഴ,Q16133845,തൊടുപുഴ മുനിസിപ്പാലിറ്റി,thodupuzhamunicipality.lsgkerala.gov.in,തൊടുപുഴ
tholicode,tholicode,GP,G010507,vellanad,Aruvikkara,Thiruvananthapuram,Thiruvananthapuram,Q16133957,തൊളിക്കോട്,Q16133957,തൊളിക്കോട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/tholicodepanchayat,അരുവിക്കര
tholur,tholur,GP,G080605,puzhakkal,Wadakkanchery,Thrissur,Thrissur,Q13112656,തോളൂര്‍,Q13112656,തോളൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/tholurpanchayat,വടക്കാഞ്ചേരി
thondernad,thondernad,GP,G120104,mananthavady,Mananthavady,Wayanad,Wayanad,Q16133892,തൊണ്ടര്‍നാട്,Q16133892,തൊണ്ടര്‍നാട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thondernadpanchayat,മാനന്തവാടി
thottappuzhassery,thottappuzhassery,GP,G030304,koipuram,Aranmula,Pathanamthitta,Pathanamthitta,Q13112638,തോട്ടപ്പുഴശ്ശേരി,Q13112638,തോട്ടപ്പുഴശ്ശേരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thottappuzhasserypanchayat,ആറന്മുള
thrickodithanam,thrickodithanam,GP,G050903,madappally,Changanassery,Kottayam,Kottayam,Q13112594,തൃക്കൊടിത്താനം,Q13112594,തൃക്കൊടിത്താനം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thrickodithanampanchayat,ചങ്ങനാശ്ശേരി
thrikkakara,thrikkakara,Municipality,M070900,NA,Thrikkakara,Ernakulam,NA,Q13112589,തൃക്കാക്കര,Q13112589,തൃക്കാക്കര മുനിസിപ്പാലിറ്റി,thrikkakara.lsgkerala.gov.in,തൃക്കാക്കര
thrikkalangodu,thrikkalangodu,GP,G100304,wandoor,Manjeri,Malappuram,Malappuram,Q13112582,തൃക്കലങ്ങോട്,Q13112582,തൃക്കലങ്ങോട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thrikkalangodupanchayat,മഞ്ചേരി
thrikkaruva,thrikkaruva,GP,G020708,chittumala,Kollam,Kollam,Kollam,Q16137705,തൃക്കരുവ,Q16137705,തൃക്കരുവ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thrikkaruvapanchayat,കൊല്ലം
thrikkovilvattom,thrikkovilvattom,GP,G020902,mukhathala,Kundara,Kollam,Kollam,Q13112611,തൃക്കോവില്‍വട്ടം,Q13112611,തൃക്കോവില്‍വട്ടം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thrikkovilvattompanchayat,കുണ്ടറ
thrikkunnappuzha,thrikkunnappuzha,GP,G040902,haripad,Haripad,Alappuzha,Alappuzha,Q13112588,തൃക്കുന്നപ്പുഴ,Q13112588,തൃക്കുന്നപ്പുഴ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thrikkunnappuzhapanchayat,ഹരിപ്പാട്
thrikkur,thrikkur,GP,G081106,kodakara,Puthukkad,Thrissur,Thrissur,Q13112592,തൃക്കൂര്‍,Q13112592,തൃക്കൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thrikkurpanchayat,പുതുക്കാട്
thrissur,thrissur,Corporation,C080100,NA,,Thrissur,NA,Q7798279,തൃശ്ശൂര്‍,Q7798279,തൃശ്ശൂര്‍ കോര്‍പ്പറേഷന്‍,thrissurcorporation.lsgkerala.gov.in,"ഒല്ലൂർ, തൃശ്ശൂര്‍"
thumpamon,thumpamon,GP,G030702,pandalam,Adoor,Pathanamthitta,Pathanamthitta,Q7798860,തുമ്പമണ്‍,Q7798860,തുമ്പമണ്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thumpamonpanchayat,അടൂർ
thuravoor,thuravoor,GP,G040203,pattanakkad,Aroor,Alappuzha,Alappuzha,Q13112548,തുറവൂര്‍,Q13112548,തുറവൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thuravoorpanchayat,അരൂർ
thuravoor,thuravoor,GP,G070302,angamaly,Angamaly,Ernakulam,Ernakulam,Q7799248,തുറവൂര്‍,Q7799248,തുറവൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thuravoor,അങ്കമാലി
thurayur,thurayur,GP,G110501,melady,Perambra,Kozhikode,Kozhikode,Q16137575,തുറയൂര്‍,Q16137575,തുറയൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thurayurpanchayat,പേരാംബ്ര
thycattussery,thycattussery,GP,G040105,thycattussery,Aroor,Alappuzha,Alappuzha,Q16133821,തൈക്കാട്ടുശ്ശേരി,Q16133821,തൈക്കാട്ടുശ്ശേരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/thycattusserypanchayat,അരൂർ
tirur,tirur,Municipality,M100400,NA,Tirur,Malappuram,NA,Q13112532,തിരൂര്‍,Q13112532,തിരൂര്‍ മുനിസിപ്പാലിറ്റി,tirurmunicipality.lsgkerala.gov.in,തിരൂര്‍
tirurangadi,tirurangadi,Municipality,M101000,NA,Tirurangadi,Malappuram,NA,Q20579667,തിരൂരങ്ങാടി,Q20579667,തിരൂരങ്ങാടി മുനിസിപ്പാലിറ്റി,tirurangadimunicipality.lsgkerala.gov.in,തിരൂരങ്ങാടി
trikaripur,trikaripur,GP,G140604,nileshwar,Trikaripur,Kasaragod,Kasaragod,Q16137685,തൃക്കരിപ്പൂര്‍,Q16137685,തൃക്കരിപ്പൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/trikaripurpanchayat,തൃക്കരിപ്പൂര്‍
trikkaderi,trikkaderi,GP,G090306,ottapalam,Shoranur,Palakkad,Palakkad,Q16137664,തൃക്കടീരി,Q16137664,തൃക്കടീരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/trikkaderipanchayat,ഷൊര്‍ണ്ണൂര്‍
triprangode,triprangode,GP,G101303,tirur,Tavanur,Malappuram,Malappuram,Q20579786,തൃപ്രങ്ങോട്,Q20579786,തൃപ്രങ്ങോട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/triprangodepanchayat,തവനൂര്‍
triprangottoor,triprangottoor,GP,G130901,kuthuparamba,Kuthuparamba,Kannur,Kannur,Q7798261,തൃപ്രങ്ങോട്ടൂര്‍,Q7798261,തൃപ്രങ്ങോട്ടൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/triprangottoorpanchayat,കൂത്തുപറമ്പ്
thrippunithura,Tripunithura,Municipality,M070400,NA,,Ernakulam,NA,Q16137804,തൃപ്പൂണിത്തുറ,Q16137804,തൃപ്പൂണിത്തുറ മുനിസിപ്പാലിറ്റി,thrippunithuramunicipality.lsgkerala.gov.in,"പിറവം, തൃപ്പൂണിത്തുറ"
trithala,trithala,GP,G090107,trithala,Thrithala,Palakkad,Palakkad,Q13112599,തൃത്താല,Q13112599,തൃത്താല ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/trithalapanchayat,തൃത്താല
tuneri,tuneri,GP,G110204,tuneri,Nadapuram,Kozhikode,Kozhikode,Q13112574,തൂണേരി,Q13112574,തൂണേരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/tuneripanchayat,നാദാപുരം
tuvvur,tuvvur,GP,G100206,kalikavu,Wandoor,Malappuram,Malappuram,Q13112567,തുവ്വൂര്‍,Q13112567,തുവ്വൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/tuvvurpanchayat,വണ്ടൂര്‍
tv-puram,TV Puram,GP,G050104,vaikom,Vaikom,Kottayam,Kottayam,Q16135721,ടിവി-പുരം,Q16135721,ടി.വി.പുരം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/tvpurampanchayat,വൈക്കം
udayagiri,udayagiri,GP,G130307,thalipparamba,Irikkur,Kannur,Kannur,Q16134128,ഉദയഗിരി,Q16134128,ഉദയഗിരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/udayagiripanchayat,ഇരിക്കൂര്‍
udayamperoor,udayamperoor,GP,G070901,mulanthuruthy,Thrippunithura,Ernakulam,Ernakulam,Q20574390,ഉദയംപേരൂര്‍,Q20574390,ഉദയംപേരൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/udayamperoorpanchayat,തൃപ്പൂണിത്തുറ
udayanapuram,udayanapuram,GP,G050106,vaikom,Vaikom,Kottayam,Kottayam,Q13110504,ഉദയനാപുരം,Q13110504,ഉദയനാപുരം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/udayanapurampanchayat,വൈക്കം
udma,udma,GP,G140401,kanhangad,Udma,Kasaragod,Kasaragod,Q20574452,ഉദുമ,Q20574452,ഉദുമ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/udmapanchayat,ഉദുമ
udumbanchola,udumbanchola,GP,G060306,nedumkandam,udumbanchola,Idukki,Idukki,Q16133935,ഉടുമ്പന്‍ചോല,Q16133935,ഉടുമ്പന്‍ചോല ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/udumbancholapanchayat,ഉടുമ്പന്‍ചോല
udumbanoor,udumbanoor,GP,G060402,elemdesam,Thodupuzha,Idukki,Idukki,Q7877342,ഉടുമ്പന്നൂര്‍,Q7877342,ഉടുമ്പന്നൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/udumbanoorpanchayat,തൊടുപുഴ
ulikkal,ulikkal,GP,G130409,irikkur,Irikkur,Kannur,Kannur,Q16134344,ഉളിക്കല്‍,Q16134344,ഉളിക്കല്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/ulikkalpanchayat,ഇരിക്കൂര്‍
ulliyeri,ulliyeri,GP,G110703,balussery,Balussery,Kozhikode,Kozhikode,Q16134363,ഉള്ളിയേരി,Q16134363,ഉള്ളിയേരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/ulliyeripanchayat,ബാലുശ്ശേരി
ummannoor,ummannoor,GP,G020301,vettikavala,Kottarakkara,Kollam,Kollam,Q13110532,ഉമ്മന്നൂര്‍,Q13110532,ഉമ്മന്നൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/ummannoorpanchayat,കൊട്ടാരക്കര
unnikulum,unnikulum,GP,G110705,balussery,Balussery,Kozhikode,Kozhikode,Q13110491,ഉണ്ണികുളം,Q13110491,ഉണ്ണികുളം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/unnikulumpanchayat,ബാലുശ്ശേരി
upputhara,upputhara,GP,G060602,kattappana,Peerumade,Idukki,Idukki,Q13110519,ഉപ്പുതറ,Q13110519,ഉപ്പുതറ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/upputharapanchayat,പീരുമേട്
urangattiri,urangattiri,GP,G100501,areacode,Eranad,Malappuram,Malappuram,Q13110581,ഊര്‍ങ്ങാട്ടിരി,Q13110581,ഊര്‍ങ്ങാട്ടിരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/urangattiripanchayat,ഏറനാട്
uzhamalakkal,uzhamalakkal,GP,G010505,vellanad,Aruvikkara,Thiruvananthapuram,Thiruvananthapuram,Q13110554,ഉഴമലയ്ക്കല്‍,Q13110554,ഉഴമലയ്ക്കല്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/uzhamalakkalpanchayat,അരുവിക്കര
uzhavoor,uzhavoor,GP,G050406,uzhavoor,Kaduthuruthy,Kottayam,Kottayam,Q16134381,ഉഴവൂര്‍,Q16134381,ഉഴവൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/uzhavoorpanchayat,കടുത്തുരുത്തി
vadakara,vadakara,Municipality,M110100,NA,Vatakara,Kozhikode,NA,Q13114484,വടകര,Q13114484,വടകര മുനിസിപ്പാലിറ്റി,vadakaramunicipality.lsgkerala.gov.in,വടകര
vadakarapathy,vadakarapathy,GP,G090905,chittur,Chittur,Palakkad,Palakkad,Q16889163,വടകരപ്പതി,Q16889163,വടകരപ്പതി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/vadakarapathypanchayat,ചിറ്റൂര്‍
vadakkekkad,vadakkekkad,GP,G080105,chavakkad,Guruvayur,Thrissur,Thrissur,Q7908115,വടക്കേക്കാട്,Q7908115,വടക്കേക്കാട് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/vadakkekkadpanchayat,ഗുരുവായൂര്‍
vadakkekkara,vadakkekkara,GP,G070104,paravur,Paravur,Ernakulam,Ernakulam,Q16135333,വടക്കേക്കര,Q16135333,വടക്കേക്കര ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/vadakkekkarapanchayat,പരവൂര്‍
vadakkencheri,vadakkencheri,GP,G091207,alathur,Tarur,Palakkad,Palakkad,Q20583354,വടക്കഞ്ചേരി,Q20583354,വടക്കഞ്ചരി ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/vadakkencheripanchayat,തരൂര്‍
vadaserikara,vadaserikara,GP,G030505,ranni,Ranni,Pathanamthitta,Pathanamthitta,Q13114503,വടശ്ശേരിക്കര,Q13114503,വടശ്ശേരിക്കര ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/vadaserikarapanchayat,റാന്നി
vadavannur,vadavannur,GP,G091005,kollengode,Nenmara,Palakkad,Palakkad,Q13114500,വടവന്നൂര്‍,Q13114500,വടവന്നൂര്‍ ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/vadavannurpanchayat,നെന്മാറ
Vadavucode-Puthencruz,VadavucodePuthencruz,GP,G071003,vadavucode,Kunnathunad,Ernakulam,Ernakulam,Q13114497,വടവുകോട്-പുത്തന്‍കുരിശ്,Q13114497,വടവുകോട് പുത്തന്‍കുരിശ് ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/puthencruzpanchayat,കുന്നത്തുനാട്
vaikom,vaikom,Municipality,M050200,NA,Vaikom,Kottayam,NA,Q16133934,വൈക്കം,Q16133934,വൈക്കം മുനിസിപ്പാലിറ്റി,vaikommunicipality.lsgkerala.gov.in,വൈക്കം
vakathanam,vakathanam,GP,G050904,madappally,Puthuppally,Kottayam,Kottayam,Q13114624,വാകത്താനം,Q13114624,വാകത്താനം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/vakathanampanchayat,പുതുപ്പള്ളി
vakkom,vakkom,GP,G010302,chirayinkeezhu,Attingal,Thiruvananthapuram,Thiruvananthapuram,Q16135259,വക്കം,Q16135259,വക്കം ഗ്രാമ പഞ്ചായത്ത്,panchayat.lsgkerala.gov.in/vakkompanchayat,ആറ്റിങ്ങൽ
